strategy,families,macd_filter,macd_timeframe,stop_atr_buffer,target_r,max_hold_bars,use_risk_controls,score,trades,net_points,profit_factor,win_rate,avg_points,max_drawdown_points,worst_trade_points
smc_long_bias_macd1_hist_deceleration_stop0.8_r2.5_h30_risk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long,hist_deceleration,1,0.8,2.5,30,True,65.577334519525,182,22.790216658417194,1.017767994472568,0.4230769230769231,0.12522097065064391,369.3287824859399,-42.056426734015986
all_lightglow_macd5_trend_stop0.8_r1.8_h60_norisk,bottom_breakdown_short+top_breakout_long+bottom_reclaim_long+top_reject_short+trend_ignition_long+trend_ignition_short+trend_pullback_long+trend_pullback_short+trend_transition_long+trend_transition_short+reversal_impulse_long+reversal_impulse_short+fast_reversal_long+fast_reversal_short+phase_up_breakout_long+phase_up_pullback_long+phase_down_breakdown_short+phase_down_pullback_short,trend,5,0.8,1.8,60,False,65.53305278306846,848,43.74487228276121,1.005204640381128,0.4386792452830189,0.05158593429570897,681.0651861655642,-73.67500714364724
all_lightglow_macd5_trend_hist_stop0.8_r1.8_h60_norisk,bottom_breakdown_short+top_breakout_long+bottom_reclaim_long+top_reject_short+trend_ignition_long+trend_ignition_short+trend_pullback_long+trend_pullback_short+trend_transition_long+trend_transition_short+reversal_impulse_long+reversal_impulse_short+fast_reversal_long+fast_reversal_short+phase_up_breakout_long+phase_up_pullback_long+phase_down_breakdown_short+phase_down_pullback_short,trend_hist,5,0.8,1.8,60,False,65.53305278306846,848,43.74487228276121,1.005204640381128,0.4386792452830189,0.05158593429570897,681.0651861655642,-73.67500714364724
smc_strict_bidirectional_macd1_hist_repair_stop1.25_r2.5_h30_risk,smc_discount_choch_long+smc_bos_fvg_long+smc_ob_retest_long+smc_trend_transition_long+smc_trend_pullback_long+smc_premium_choch_short+smc_bos_fvg_short+smc_ob_retest_short+smc_trend_transition_short+smc_trend_pullback_short,hist_repair,1,1.25,2.5,30,True,65.49305118450945,181,18.595269312038,1.0123503453627092,0.47513812154696133,0.1027362945416464,352.8122498548473,-44.90935781666849
all_lightglow_macd5_trend_stop0.8_r2.5_h60_risk,bottom_breakdown_short+top_breakout_long+bottom_reclaim_long+top_reject_short+trend_ignition_long+trend_ignition_short+trend_pullback_long+trend_pullback_short+trend_transition_long+trend_transition_short+reversal_impulse_long+reversal_impulse_short+fast_reversal_long+fast_reversal_short+phase_up_breakout_long+phase_up_pullback_long+phase_down_breakdown_short+phase_down_pullback_short,trend,5,0.8,2.5,60,True,65.48331923064578,183,17.37757693012827,1.0121528969005347,0.4644808743169399,0.09495943677665722,315.3801417753457,-74.48600773532962
all_lightglow_macd5_trend_hist_stop0.8_r2.5_h60_risk,bottom_breakdown_short+top_breakout_long+bottom_reclaim_long+top_reject_short+trend_ignition_long+trend_ignition_short+trend_pullback_long+trend_pullback_short+trend_transition_long+trend_transition_short+reversal_impulse_long+reversal_impulse_short+fast_reversal_long+fast_reversal_short+phase_up_breakout_long+phase_up_pullback_long+phase_down_breakdown_short+phase_down_pullback_short,trend_hist,5,0.8,2.5,60,True,65.48331923064578,183,17.37757693012827,1.0121528969005347,0.4644808743169399,0.09495943677665722,315.3801417753457,-74.48600773532962
phase_short_macd1_trend_stop0.8_r1.2_h30_risk,phase_down_breakdown_short+phase_down_pullback_short,trend,1,0.8,1.2,30,True,65.44988217583014,188,25.35723655531183,1.0172972059411836,0.46808510638297873,0.13487891784740336,495.6230583676479,-74.48600773532962
phase_short_macd1_trend_hist_stop0.8_r1.2_h30_risk,phase_down_breakdown_short+phase_down_pullback_short,trend_hist,1,0.8,1.2,30,True,65.44988217583014,188,25.35723655531183,1.0172972059411836,0.46808510638297873,0.13487891784740336,495.6230583676479,-74.48600773532962
selective_bidirectional_strict_short_macd1_trend_stop0.8_r1.8_h60_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend,1,0.8,1.8,60,False,65.44328712757982,580,36.001501618848124,1.006070399929729,0.453448275862069,0.06207155451525539,602.608672087641,-99.7755355246336
selective_bidirectional_strict_short_macd1_trend_hist_stop0.8_r1.8_h60_norisk,top_breakout_long+trend_ignition_long+trend_pullback_long+trend_transition_long+reversal_impulse_long+trend_pullback_short_asia_europe+trend_transition_short_asia,trend_hist,1,0.8,1.8,60,False,65.44328712757982,580,36.001501618848124,1.006070399929729,0.453448275862069,0.06207155451525539,602.608672087641,-99.7755355246336
